Rank1	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU453	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	?
OTU143	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	uncultured organism
OTU524	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	?
OTU998	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	?
OTU174	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	?
OTU672	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	?
OTU1570	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	?
OTU866	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	?
OTU127	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	?
OTU397	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
OTU202	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium propinquum DSM 44285
OTU355	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum F0235
OTU284	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU737	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU3601	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU113	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	uncultured actinobacterium
OTU2965	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU282	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU708	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU842	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Kaistibacter ginsenosidimutans
OTU569	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	?
OTU784	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	?
OTU1179	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	?
OTU2074	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	?
OTU806	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	?
OTU1540	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	?
OTU1204	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	?
OTU881	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	?
OTU905	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	?
OTU780	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	?	?
OTU3731	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	?
OTU124	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
OTU298	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
OTU622	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
OTU351	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
OTU3272	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
OTU2117	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces turicensis ACS-279-V-Col4
OTU723	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	?	?
OTU999	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	?	?
OTU475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Flaviflexus	uncultured actinobacterium
OTU945	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	?
OTU3558	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	?	?
OTU386	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	?
OTU436	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	?	?
OTU670	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	?
OTU194	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	?
OTU357	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	?
OTU1336	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	?
OTU422	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	uncultured organism
OTU225	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	?
OTU773	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	?	?	?
OTU1501	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	?
OTU1170	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Salana	Salana multivorans
OTU698	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	?
OTU421	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	?
OTU1045	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	?
OTU383	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	?
OTU863	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	?
OTU424	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	?
OTU775	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	?
OTU291	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	?	?
OTU447	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	?
OTU829	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	?
OTU976	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	?	?	?
OTU3293	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU1219	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	?	?	?
OTU2658	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured Anaerolineales bacterium	?	?	?
OTU1405	Bacteria	Acidobacteria	Acidobacteria	Subgroup 4	24-Nov	?	?
OTU730	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	?
OTU613	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	?	?
OTU104	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	?
OTU107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	mouse gut metagenome
OTU1110	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	?
OTU812	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	?	?
OTU1502	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	?
OTU100	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	?
OTU887	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	?
OTU251	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	?	?	?
OTU1004	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	?	?	?
OTU543	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU300	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU509	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU1195	Bacteria	Cyanobacteria	Chloroplast	Desmochloris halophila	?	?	?
OTU418	Bacteria	Cyanobacteria	Cyanobacteria	?	uncultured cyanobacterium	?	?
OTU150	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	?
OTU1101	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	?
OTU2706	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	?
OTU2251	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	?
OTU550	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	uncultured cyanobacterium
OTU368	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	?
OTU440	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	?	?
OTU163	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Pleurocapsa	?
OTU398	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	?
OTU714	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	Leptolyngbya sp. RV74
OTU3795	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus ginsengisoli
OTU527	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	?
OTU551	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	?
OTU16	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	?
OTU1295	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	?
OTU973	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	?
OTU758	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	?
OTU1061	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	?
OTU3378	Bacteria	Chloroflexi	KD4-96	?	?	?	?
OTU402	Bacteria	Firmicutes	Bacilli	Bacillales	Family X	Thermicanus	?
OTU1825	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	?
OTU587	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	?
OTU495	Bacteria	Firmicutes	Bacilli	Bacillales	?	?	?
OTU978	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinobaca	Marinococcus sp. GSP31
OTU309	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	?
OTU265	Bacteria	Firmicutes	Bacilli	Bacillales	Family XI	Gemella	uncultured organism
OTU106	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter sp. LA61
OTU692	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	?
OTU426	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	?
OTU185	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?
OTU3522	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?
OTU1157	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	?
OTU3130	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	?
OTU530	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	Trichococcus sp. SVI8
OTU227	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	?
OTU105	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	Aerosphaera taetra
OTU6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	?
OTU770	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
OTU73	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius K12
OTU156	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
OTU195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
OTU43	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
OTU269	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
OTU3640	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus oligofermentans
OTU1014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	?
OTU204	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	?
OTU431	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	?
OTU689	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	?
OTU392	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	?
OTU752	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	?
OTU324	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	?
OTU492	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	?
OTU297	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva
OTU47	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?
OTU1318	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	?	?
OTU575	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Aliicoccus	Jeotgalicoccus sp. A76(2010)
OTU559	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?
OTU2564	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	?
OTU643	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans
OTU804	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	?	?
OTU561	Bacteria	Firmicutes	Bacilli	Bacillales	Family XII	Exiguobacterium	?
OTU478	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sacchari
OTU742	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured Clostridia bacterium
OTU393	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	?	?
OTU450	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	?
OTU713	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	uncultured organism
OTU139	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	uncultured organism
OTU571	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	?
OTU190	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	?
OTU352	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?
OTU425	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?
OTU628	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	?
OTU629	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 4	?
OTU289	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	?
OTU454	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	?
OTU433	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	?
OTU1015	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	?
OTU500	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Incertae Sedis	Eubacterium sp. oral clone FX028
OTU609	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	?	?
OTU1779	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	Mogibacterium timidum
OTU372	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	?
OTU245	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	?
OTU130	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	?
OTU779	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	?
OTU2589	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	?
OTU1863	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	?
OTU21	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	?
OTU1254	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Mycoplasmataceae genomosp. P1 oral clone MB1_G23
OTU170	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU56	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU686	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU716	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU1466	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	uncultured Firmicutes bacterium	?	?
OTU208	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU223	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU321	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU4109	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	uncultured rumen bacterium	?	?
OTU3349	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	uncultured rumen bacterium	?	?
OTU168	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU766	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU518	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU662	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU246	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU103	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU307	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU1180	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU292	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU851	Bacteria	Tenericutes	Mollicutes	Mollicutes RF9	?	?	?
OTU178	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU27	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	?
OTU607	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	metagenome
OTU3976	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	Kandleria vitulina
OTU167	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU2637	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-001	?
OTU538	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	?
OTU987	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU214	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU146	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	?	?
OTU1720	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerosalibacter	?
OTU929	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	?
OTU616	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	uncultured Firmicutes bacterium
OTU434	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	uncultured Anaerococcus sp.
OTU712	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	?
OTU786	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	?
OTU340	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	?
OTU552	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	?
OTU669	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	?
OTU517	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	?
OTU335	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Finegoldia	?
OTU541	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	?
OTU621	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Ezakiella	uncultured Firmicutes bacterium
OTU2143	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	?
OTU364	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU3722	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU169	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU841	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU164	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU2809	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU2092	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured Clostridiales bacterium
OTU645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU600	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU2711	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU254	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU306	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU95	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU203	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU110	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU3849	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU205	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU134	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU1274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU1698	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	[Clostridium] papyrosolvens
OTU395	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU3681	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU3929	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU255	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU81	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU2964	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU1627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU1237	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	?
OTU825	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	uncultured Clostridiales bacterium
OTU215	Bacteria	Firmicutes	Clostridia	Clostridiales	?	?	?
OTU2649	Bacteria	Armatimonadetes	uncultured microorganism	?	?	?	?
OTU797	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	?
OTU939	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	?
OTU899	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	?
OTU535	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU278	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU241	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	?	?
OTU83	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU678	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	uncultured Clostridiales bacterium
OTU279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU320	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU72	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. G3(2012)
OTU206	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
OTU648	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	?
