OTU,pf3-t0,pf7-t0,pf13-t0,pf14-t0,pf34-t0,pf3-aerobic-9d,pf7-aerobic-9d,pf13-aerobic-9d,pf14-aerobic-9d,pf34-aerobic-9d,pf3-anaerobic-9d,pf7-anaerobic-9d,pf13-anaerobic-9d,pf14-anaerobic-9d,pf34-anaerobic-9d,pf3-aerobic-94d,pf7-aerobic-94d,pf13-aerobic-94d,pf14-aerobic-94d,pf34-aerobic-94d,pf3-anaerobic-94d,pf7-anaerobic-94d,pf13-anaerobic-94d,pf14-anaerobic-94d,pf34-anaerobic-94d
OTU_258,9,22,13,77,19,15,45,28,71,23,57,17,1,17,7,2,2,1,10,2,16,24,8,17,3
OTU_297,7,11,17,115,37,15,6,9,48,41,55,6,1,35,21,2,0,1,3,5,25,7,13,20,5
OTU_316,14,12,1,58,4,18,87,8,111,13,86,32,0,7,5,4,0,0,1,0,18,11,3,9,3
OTU_187,7,12,11,91,30,6,32,40,61,37,63,16,7,11,10,1,1,5,9,5,7,9,10,12,8
OTU_2215,1,0,0,47,109,2,10,5,52,136,20,2,1,11,45,0,0,0,2,14,0,1,1,7,31
OTU_315,3,4,62,32,14,6,42,125,53,39,12,8,3,7,4,4,1,8,5,5,4,2,49,1,2
OTU_63,13,12,1,123,6,13,35,4,89,20,78,15,0,18,5,0,0,0,1,1,9,23,2,21,1
OTU_4697,1,3,6,91,17,4,7,25,126,38,58,3,3,33,14,0,0,1,5,2,8,4,9,21,8
OTU_362,12,3,5,7,4,37,116,19,59,18,46,13,3,3,3,28,9,17,30,0,22,13,15,2,0
OTU_127,18,14,1,58,12,20,43,4,33,33,145,24,1,9,6,3,3,0,2,3,20,12,0,7,4
OTU_3848,5,4,23,90,40,10,10,85,52,42,19,5,6,18,15,4,0,7,9,3,6,2,7,9,1
OTU_126,15,13,3,74,3,15,59,1,87,8,102,19,0,10,0,0,4,0,3,0,10,22,8,15,0
OTU_247,5,10,28,91,26,10,20,35,39,63,56,16,1,11,13,1,2,1,3,3,7,5,14,9,2
OTU_205,13,7,7,47,24,23,33,22,39,28,96,6,4,6,17,5,0,2,4,6,30,18,12,12,9
OTU_203,4,11,35,6,18,14,52,71,3,20,103,23,6,2,6,5,3,4,0,2,31,17,16,1,9
OTU_393,19,5,9,75,19,22,9,23,44,33,115,7,4,20,3,2,1,1,3,1,20,8,10,1,7
OTU_356,16,5,38,29,8,39,20,50,41,18,93,8,8,7,4,3,0,2,2,0,24,6,22,5,5
OTU_4771,9,22,39,17,11,13,62,56,32,19,33,30,9,5,8,3,1,3,2,2,10,26,31,2,6
OTU_4032,18,16,63,14,3,22,8,10,13,4,8,32,18,39,24,4,2,13,7,3,34,13,50,18,12
OTU_355,16,14,10,12,4,34,31,6,11,19,184,19,1,3,3,3,1,0,0,2,40,19,6,0,0
OTU_256,2,1,2,151,27,12,2,5,66,34,37,3,0,35,21,0,0,0,2,6,5,1,2,9,8
OTU_528,5,9,1,138,1,3,16,15,127,6,42,14,0,20,0,0,2,0,1,0,3,4,1,17,0
OTU_210,5,9,38,40,47,3,19,30,18,103,22,8,11,3,18,0,0,2,3,11,4,7,13,1,8
OTU_228,14,2,19,67,7,23,24,39,55,20,87,9,1,7,9,1,0,1,0,2,17,4,6,4,1
OTU_346,11,7,10,23,3,34,37,8,12,16,188,9,5,3,7,1,0,1,0,3,18,6,9,2,4
OTU_382,20,8,21,20,3,41,29,21,13,5,157,14,4,1,2,9,0,1,2,0,19,13,11,2,0
OTU_1369,6,2,14,46,14,11,3,32,78,74,50,7,3,10,10,1,0,2,2,3,5,2,18,11,9
OTU_6862,19,38,4,21,0,36,5,0,10,6,10,63,4,41,14,3,2,0,4,1,31,58,6,31,6
OTU_263,8,3,8,23,25,16,12,22,16,46,66,13,7,2,20,11,0,8,2,9,32,12,43,5,3
OTU_113,11,2,6,44,28,8,16,53,19,61,37,10,9,6,16,1,0,3,2,15,24,3,20,4,9
OTU_327,18,6,3,59,13,2,11,3,49,21,79,12,5,22,23,2,0,3,3,3,25,3,6,34,2
OTU_4910,14,5,1,43,12,23,27,1,40,34,119,18,2,8,8,4,1,0,3,3,23,7,0,5,4
OTU_249,26,13,0,44,0,15,44,0,51,4,118,22,0,10,1,3,1,0,0,1,33,7,0,8,0
OTU_5469,6,10,25,22,2,24,6,8,8,10,11,17,14,35,39,2,1,8,19,13,23,14,28,22,32
OTU_484,0,0,335,18,1,0,0,14,1,18,1,0,3,0,1,0,0,0,0,0,0,0,3,0,4
OTU_6730,41,47,19,3,0,39,1,0,1,1,2,64,4,27,10,6,4,4,5,3,43,29,16,17,12
OTU_74,5,0,15,85,12,7,5,30,70,26,58,7,3,15,2,1,0,0,8,2,15,4,11,14,2
OTU_5212,32,64,1,0,0,55,0,0,0,0,0,66,1,10,13,12,5,0,5,3,77,32,2,12,4
OTU_196,5,4,1,94,0,9,38,5,74,4,79,22,0,13,0,1,0,0,4,0,10,12,0,18,0
OTU_175,9,12,0,20,28,12,26,1,12,80,90,13,2,2,22,6,0,1,2,11,21,5,0,1,12
OTU_347,5,2,3,87,36,4,3,3,56,53,70,4,1,14,13,0,0,0,0,3,8,0,4,9,8
OTU_486,5,9,11,60,23,1,14,5,29,48,32,14,3,9,18,0,0,1,0,75,3,6,5,10,1
OTU_212,7,15,2,78,3,6,44,0,82,14,40,22,0,7,4,3,1,0,2,2,11,18,0,12,3
OTU_285,3,5,6,28,51,9,15,20,24,79,55,4,1,7,20,3,0,2,3,7,18,2,4,4,4
OTU_254,11,8,29,14,21,10,33,49,17,29,50,6,7,4,16,1,4,4,1,8,11,14,13,2,7
OTU_466,7,11,32,35,11,5,31,46,29,41,29,6,9,11,12,0,1,2,2,4,7,5,15,10,7
OTU_140,4,7,27,20,1,12,58,27,14,10,46,21,4,4,5,5,4,26,7,1,16,22,19,4,2
OTU_333,1,1,24,104,2,1,2,13,39,98,27,0,7,10,11,0,0,0,0,11,1,0,5,5,1
OTU_366,9,1,17,28,9,22,9,16,17,17,143,4,6,5,11,1,0,1,0,2,19,3,12,4,4
OTU_5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,345,0,0,0,0,0
OTU_180,10,4,1,30,25,9,34,6,19,44,116,7,3,1,8,1,0,0,1,3,21,8,1,1,4
OTU_284,0,7,15,97,4,3,15,20,93,3,9,15,8,17,1,0,1,2,4,1,1,10,10,20,1
OTU_273,3,24,8,63,3,8,27,15,60,38,34,8,1,15,10,4,2,0,0,2,9,5,2,11,4
OTU_83,5,10,2,76,5,9,36,14,54,2,43,24,3,21,1,1,1,1,5,0,8,13,4,13,0
OTU_156,10,13,1,76,4,8,25,8,64,18,46,22,0,8,6,0,0,0,1,0,9,13,3,11,2
OTU_234,26,14,1,8,0,25,29,0,12,2,151,18,0,3,1,6,1,0,0,0,29,13,0,1,1
OTU_2875,9,13,19,41,1,16,6,7,37,8,12,26,13,51,7,3,0,2,2,2,11,12,19,18,5
OTU_211,9,10,0,75,7,13,28,7,43,16,52,15,1,10,11,1,1,1,2,2,9,13,2,4,5
OTU_159,0,4,7,2,1,0,7,6,3,0,1,3,1,2,0,2,192,83,0,14,0,1,7,0,0
OTU_208,23,6,0,30,10,30,12,3,21,34,84,13,1,1,5,4,2,0,0,4,34,7,1,2,9
OTU_5629,14,6,5,43,7,3,82,34,23,26,37,8,1,3,0,1,1,1,2,1,13,12,3,5,4
OTU_3913,0,1,5,3,0,0,265,14,10,2,2,1,0,0,0,3,6,2,18,3,0,0,0,0,0
OTU_245,3,25,0,60,4,3,94,1,30,11,17,37,0,7,2,1,4,0,0,1,1,21,3,9,0
OTU_75,6,9,3,53,10,16,23,7,48,8,51,7,1,14,3,3,3,1,9,22,6,12,2,14,3
OTU_472,4,7,10,72,4,11,28,11,74,20,50,5,0,7,4,1,0,0,2,0,8,4,3,6,2
OTU_322,7,7,5,85,8,17,12,1,46,21,62,4,0,9,21,0,0,0,0,4,7,1,4,0,10
OTU_185,5,39,12,27,4,2,72,12,51,6,17,33,4,8,4,0,1,0,6,0,4,10,7,4,2
OTU_388,4,2,15,54,10,10,1,15,44,31,50,7,5,16,8,0,0,0,3,5,14,2,15,15,1
OTU_303,1,2,24,20,56,0,5,26,11,62,1,20,9,8,15,0,1,0,1,13,0,17,13,2,17
OTU_289,3,3,2,110,3,3,11,11,99,17,10,3,0,19,7,1,0,1,2,2,3,0,5,7,0
OTU_274,0,0,4,11,99,0,1,1,7,119,4,0,1,4,40,0,0,0,1,14,1,2,3,2,5
OTU_299,8,11,15,18,13,20,22,23,23,26,49,6,3,6,13,1,0,2,0,4,18,10,8,9,9
OTU_5456,4,7,0,34,7,12,25,4,45,24,94,12,0,11,5,2,0,1,0,2,8,7,1,8,3
OTU_73,1,13,0,18,41,7,21,0,19,69,36,13,0,3,33,0,0,0,3,5,7,9,0,1,14
OTU_288,17,4,4,38,7,13,16,5,43,35,52,18,0,6,6,0,0,0,0,3,21,11,1,8,4
OTU_394,7,12,0,28,4,10,41,4,19,16,100,20,0,1,4,4,0,0,1,1,18,12,0,5,4
OTU_305,11,5,2,31,6,14,31,6,26,39,80,16,0,9,1,5,0,0,0,2,17,5,0,1,4
OTU_2230,17,12,23,33,5,16,15,5,32,14,36,18,4,21,9,3,0,1,2,1,9,9,14,10,2
OTU_369,0,1,1,1,0,1,260,2,6,1,3,1,1,0,0,7,7,2,11,2,0,0,2,0,0
OTU_374,7,0,3,48,4,15,0,1,49,39,102,2,1,5,7,3,0,0,0,3,9,0,4,2,5
OTU_6545,15,15,16,18,1,16,3,5,9,5,8,15,4,47,25,6,1,3,6,6,27,16,8,24,8
OTU_227,22,4,8,10,11,15,30,2,3,47,99,7,1,1,4,4,0,1,0,2,20,5,1,1,8
OTU_275,21,2,28,48,5,4,7,34,40,25,11,3,3,17,4,3,0,7,3,3,7,1,25,0,3
OTU_402,1,0,42,113,2,0,0,3,92,6,37,0,1,2,0,1,0,1,0,0,0,1,0,1,1
OTU_407,2,1,76,0,1,10,3,58,0,0,43,2,23,0,1,0,0,7,0,0,18,0,54,0,1
OTU_353,9,2,16,0,7,21,14,29,0,12,127,11,6,0,5,3,0,1,0,1,14,4,16,0,1
OTU_5963,2,1,9,15,31,11,7,32,17,36,82,2,2,3,12,2,0,0,0,3,11,3,7,0,10
OTU_500,3,6,1,33,14,2,33,3,19,119,7,11,0,3,19,0,0,1,0,2,2,4,5,4,4
OTU_371,4,13,17,43,7,4,30,25,40,21,25,19,1,11,6,2,2,1,1,0,3,10,5,3,1
OTU_3236,9,8,16,1,9,17,21,32,9,10,89,8,6,2,0,2,1,3,0,0,27,9,10,1,1
OTU_5437,4,11,0,52,3,7,28,3,59,7,23,26,0,20,3,1,1,0,6,1,5,10,1,18,2
OTU_494,1,8,2,64,6,2,3,0,19,89,5,4,2,7,43,0,0,0,1,6,3,0,5,6,13
OTU_882,0,0,278,1,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_226,11,9,0,38,3,6,29,2,33,10,80,12,1,6,5,5,0,0,1,0,18,12,1,1,1
OTU_492,6,5,20,41,7,6,11,27,29,26,16,6,5,12,7,0,0,1,1,4,8,5,14,14,10
OTU_835,2,6,10,31,9,9,23,26,36,26,24,8,4,12,4,0,1,2,1,4,6,7,13,6,9
OTU_269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,216,0,0,0,0,0,0,0
OTU_308,9,16,2,29,2,10,55,8,56,9,30,20,1,7,0,3,0,0,0,1,8,4,2,3,2
OTU_376,5,3,2,32,33,4,10,7,26,52,32,5,5,11,16,0,0,0,6,5,8,6,3,0,6
OTU_287,5,8,1,84,0,5,24,4,54,2,33,16,0,9,0,0,1,0,4,0,8,8,0,11,0
OTU_365,4,0,2,87,2,3,4,0,73,27,40,2,0,8,5,1,0,0,1,1,2,0,3,7,3
OTU_326,10,5,4,37,3,21,34,8,29,9,40,17,1,10,1,4,3,0,1,2,20,6,1,4,1
OTU_657,5,6,8,23,9,3,7,3,24,20,35,14,3,23,15,2,1,1,1,7,29,5,6,18,3
OTU_6149,1,4,46,13,14,2,13,68,18,20,4,10,11,6,2,0,0,6,1,0,0,3,24,1,2
OTU_150,2,3,10,17,32,3,26,40,6,46,22,12,3,3,18,2,0,1,2,3,3,5,7,1,1
OTU_417,3,1,8,29,18,9,6,31,23,14,73,0,2,4,2,2,0,6,6,4,12,0,7,8,0
OTU_342,1,4,33,67,0,3,35,25,23,20,7,12,0,9,1,4,0,3,6,0,0,1,6,3,1
OTU_406,13,3,4,38,2,14,28,4,42,16,69,4,1,1,0,5,1,0,0,1,10,4,3,1,0
OTU_1506,2,6,0,18,56,0,14,0,16,64,14,8,0,2,25,0,0,0,1,11,1,10,1,4,9
OTU_364,4,4,8,23,11,5,27,25,37,40,19,14,2,1,9,2,0,4,1,4,9,2,6,0,5
OTU_290,2,10,11,38,10,2,32,31,27,11,23,9,4,4,6,1,0,0,2,0,5,4,14,8,5
OTU_5841,3,5,2,46,2,7,17,10,54,14,61,6,1,7,4,1,0,0,2,0,2,3,4,7,0
OTU_277,1,7,8,16,5,2,130,4,11,7,34,8,1,6,1,0,1,0,0,0,6,2,1,3,3
OTU_1032,0,0,5,8,14,4,4,0,0,152,9,4,1,2,45,0,0,0,0,4,1,0,1,0,3
OTU_7075,10,20,1,46,6,14,20,5,27,12,26,16,0,12,2,2,1,0,7,1,11,7,2,8,1
OTU_2821,17,15,14,22,6,10,14,3,22,6,9,11,1,17,17,3,1,1,4,1,18,17,9,11,8
OTU_408,2,1,77,43,5,1,4,19,18,22,35,9,1,2,6,0,0,1,0,1,1,2,0,3,2
OTU_368,2,7,15,55,5,5,6,9,14,20,19,5,2,5,5,3,0,4,8,3,18,12,13,8,12
OTU_4850,3,0,3,5,8,9,1,1,3,11,3,2,4,6,40,5,0,22,36,47,12,4,11,3,15
OTU_429,33,1,1,0,0,51,0,0,0,0,115,2,0,0,0,4,0,0,0,0,42,2,1,0,0
OTU_2113,5,2,3,2,3,28,3,6,1,11,0,19,4,5,9,26,4,37,45,7,11,9,10,2,0
OTU_387,2,0,11,27,15,4,14,14,15,45,18,1,0,3,9,13,7,7,19,1,11,1,6,6,2
OTU_3158,1,1,27,51,12,0,9,43,49,12,3,1,2,4,1,1,0,2,1,1,1,3,21,4,1
OTU_2802,3,0,7,51,12,10,3,36,44,4,26,1,5,7,4,0,0,5,3,0,5,0,11,10,3
OTU_2098,3,2,0,38,5,5,34,1,58,12,54,8,0,5,1,0,0,0,3,1,3,7,0,6,1
OTU_675,14,3,5,4,17,25,4,21,10,25,70,8,0,4,11,0,0,1,0,0,14,1,4,2,3
OTU_343,2,18,8,40,5,5,35,12,38,7,12,16,1,8,7,0,1,1,1,1,4,8,7,9,0
OTU_578,8,12,1,24,6,4,52,1,29,8,50,25,0,7,1,2,1,0,1,0,3,6,1,1,0
OTU_5251,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
OTU_318,7,7,0,25,5,13,22,1,30,10,55,14,0,5,7,0,3,0,0,0,13,16,2,3,1
OTU_390,0,0,1,50,13,0,1,0,61,51,15,0,0,5,20,0,0,0,1,3,1,0,0,6,9
OTU_6355,14,9,26,1,0,27,2,1,1,0,1,22,14,7,13,4,2,6,1,9,25,12,19,12,9
OTU_340,10,4,0,12,11,20,33,0,11,4,65,17,0,2,4,5,0,0,0,1,23,7,1,4,1
OTU_336,0,4,5,61,2,0,28,4,65,0,8,9,4,12,0,0,0,0,2,0,2,10,2,17,0
OTU_2424,5,8,4,45,0,8,19,1,40,6,28,18,0,24,0,0,0,0,1,1,3,5,0,18,0
OTU_1597,2,4,3,50,2,2,47,8,35,8,34,8,0,3,3,3,0,0,2,0,5,5,3,5,1
OTU_386,1,14,3,46,6,9,24,5,19,28,9,10,3,10,7,0,2,2,1,4,5,18,4,2,0
OTU_914,0,0,0,0,1,0,0,2,0,6,0,0,0,0,2,0,0,198,0,18,0,2,0,0,2
OTU_201,7,9,0,22,7,5,42,4,17,24,28,25,2,2,7,1,3,1,1,1,3,12,0,3,3
OTU_1785,2,1,4,25,27,8,5,5,24,49,43,2,0,3,7,1,0,2,0,5,4,5,4,1,2
OTU_427,3,1,51,8,0,4,0,63,11,0,7,0,19,3,0,0,0,7,1,0,2,0,45,2,0
OTU_348,10,15,1,23,1,7,25,0,50,4,37,14,3,10,0,3,0,0,2,0,5,11,2,3,0
OTU_439,7,0,54,7,7,4,7,4,7,9,78,2,0,2,6,2,0,1,2,1,19,1,1,1,3
OTU_7025,5,3,3,51,2,11,17,9,44,6,31,9,1,5,5,1,0,0,0,1,9,6,2,3,0
OTU_222,0,0,1,29,2,0,64,19,39,20,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OTU_389,6,6,2,4,28,11,2,1,2,59,24,4,0,2,37,1,0,0,0,8,5,3,2,0,15
OTU_158,3,11,0,60,1,4,41,0,28,9,16,18,0,4,1,0,0,0,1,1,5,10,0,5,0
OTU_239,7,9,6,20,0,3,22,12,57,14,20,13,2,13,2,0,0,0,1,0,3,5,4,1,1
OTU_497,2,1,12,7,2,10,25,45,7,3,53,14,5,0,0,1,0,0,0,0,12,8,7,0,0
OTU_409,5,6,3,11,7,12,35,7,8,22,42,13,2,1,5,0,2,0,0,0,12,9,8,0,2
OTU_457,9,6,2,44,8,5,20,7,50,0,18,14,1,7,0,0,0,0,0,0,6,7,1,7,0
OTU_433,4,5,3,33,4,5,21,11,31,14,42,7,1,5,4,0,0,0,3,1,8,2,2,4,1
OTU_1581,1,3,6,32,7,4,17,15,49,17,14,4,3,5,5,0,0,0,3,0,5,2,12,3,4
OTU_294,0,17,0,0,0,2,116,1,0,2,23,30,0,1,0,0,2,0,0,0,0,16,0,0,0
OTU_301,6,7,0,28,12,6,23,0,14,10,59,9,0,9,4,0,0,0,0,0,6,11,0,1,2
OTU_3866,0,1,1,0,0,0,74,2,2,0,0,0,0,0,0,24,9,31,61,0,0,0,1,0,0
OTU_610,5,0,3,0,1,5,1,11,0,1,37,1,0,0,1,6,1,24,1,1,74,0,30,3,0
OTU_314,3,11,0,22,1,9,27,3,11,3,55,14,1,6,0,1,2,0,1,0,21,13,0,2,0
OTU_491,9,5,10,34,1,6,5,5,25,4,15,12,3,12,7,2,1,3,2,1,13,10,9,10,2
OTU_750,0,0,0,43,17,1,18,22,38,33,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_2847,5,5,12,11,7,7,10,14,15,14,14,14,3,7,21,0,1,0,3,2,11,8,6,8,5
OTU_351,13,1,2,17,12,14,1,3,17,26,45,3,0,10,10,1,0,0,0,4,12,2,5,4,0
OTU_663,0,0,94,0,2,1,2,5,16,26,4,7,3,2,4,0,0,3,0,1,0,0,3,3,26
OTU_242,2,2,5,41,10,8,11,9,24,21,24,8,3,3,7,0,1,0,0,4,3,8,2,3,1
OTU_300,0,3,10,4,19,0,28,13,0,60,0,6,3,0,9,0,2,14,0,18,1,3,5,0,1
OTU_5971,5,8,0,23,2,10,40,5,35,8,33,5,0,4,2,0,0,0,0,0,13,2,0,3,0
OTU_7694,2,3,9,53,4,3,10,44,27,4,7,4,4,3,2,1,0,0,0,0,0,1,13,3,0
OTU_109,5,2,0,29,0,12,19,2,30,0,59,8,0,5,2,2,6,1,1,1,4,2,0,6,0
OTU_636,5,6,1,39,6,3,11,0,9,64,15,9,0,1,13,1,0,0,0,3,0,1,0,1,7
OTU_488,0,0,2,0,10,0,0,0,0,40,0,0,1,0,9,2,0,0,0,127,0,2,2,0,0
OTU_839,10,3,11,26,7,3,14,6,15,19,33,8,1,12,5,1,0,1,1,1,6,6,2,2,1
OTU_391,2,4,13,28,6,3,17,16,25,11,19,8,2,6,4,0,0,1,1,0,2,9,9,6,0
OTU_404,1,1,11,27,10,8,4,41,46,6,13,3,0,5,2,0,0,1,3,0,1,1,8,0,0
OTU_512,0,0,0,84,1,2,2,1,51,4,2,0,0,17,0,0,1,0,0,1,1,0,1,23,1
OTU_554,0,1,43,73,2,0,2,11,25,9,1,3,2,3,0,0,0,2,0,0,0,2,9,3,1
OTU_411,1,0,9,44,5,1,9,10,54,14,13,1,1,8,3,0,0,1,0,0,2,3,6,6,0
OTU_467,5,0,4,52,0,10,12,6,55,0,11,0,4,8,0,0,1,2,3,0,4,1,4,9,0
OTU_317,3,1,6,39,12,2,8,3,41,10,26,1,0,11,5,1,1,2,0,2,3,0,3,5,5
OTU_161,3,5,0,56,0,3,12,1,56,0,30,2,0,8,0,1,1,0,1,0,6,0,0,5,0
OTU_595,1,1,6,35,17,0,0,2,41,37,7,1,1,4,9,0,0,0,4,5,0,0,3,4,11
OTU_720,5,1,0,31,12,9,27,0,31,12,17,7,0,10,5,2,3,0,1,3,3,6,0,3,1
OTU_625,1,2,18,18,2,4,19,5,20,17,43,3,4,3,3,1,0,1,1,3,4,0,9,5,1
OTU_204,5,2,9,26,6,1,16,21,31,10,30,4,6,2,1,0,2,0,1,1,2,1,5,4,0
OTU_562,3,6,9,10,12,6,2,13,13,34,26,2,2,5,18,1,0,1,0,4,5,3,4,2,4
OTU_357,0,5,11,15,3,3,28,20,8,5,22,13,3,1,6,0,4,3,0,0,5,15,3,4,6
OTU_948,0,0,166,8,0,0,0,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OTU_444,3,1,21,19,4,6,1,30,10,5,9,0,7,7,9,0,0,5,1,5,7,7,16,2,7
OTU_6323,1,4,5,24,11,6,13,9,18,13,12,9,4,6,12,1,0,1,2,11,6,3,3,1,7
OTU_252,1,3,3,40,13,4,11,6,13,24,11,5,1,4,12,2,0,2,2,7,1,5,3,8,0
OTU_582,0,0,68,34,1,0,6,6,0,27,7,15,2,4,4,0,0,0,0,0,0,1,4,0,2
OTU_475,8,5,1,9,6,8,37,2,24,7,39,13,0,2,1,3,0,0,1,0,5,8,0,0,0
OTU_253,1,1,11,22,29,0,7,1,11,45,3,0,1,3,14,0,0,1,0,4,1,4,5,3,10
OTU_296,0,16,16,18,24,1,24,14,6,19,11,6,1,2,2,0,1,0,3,2,4,0,5,1,0
OTU_236,4,5,0,25,15,0,19,0,12,26,32,9,0,2,9,0,0,0,0,0,4,11,0,3,0
OTU_1130,0,0,164,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2420,3,7,3,19,0,2,43,3,22,0,40,14,0,5,0,1,0,0,0,0,6,1,1,4,0
OTU_666,1,13,3,11,4,5,34,11,16,4,10,7,0,3,5,5,2,8,6,2,4,6,8,2,3
OTU_361,0,2,9,10,10,1,10,19,9,45,23,6,0,2,8,2,1,2,0,2,1,0,6,0,4
OTU_505,1,13,1,10,6,0,28,0,14,58,10,9,1,4,8,0,0,0,1,0,0,4,0,1,2
OTU_495,2,0,1,0,24,7,0,1,0,44,14,0,1,1,46,0,0,0,0,16,2,0,3,0,8
OTU_14,0,0,0,12,2,0,0,0,17,1,0,0,0,2,0,0,0,0,1,133,0,0,0,2,0
OTU_399,0,9,0,7,38,1,9,3,3,56,2,8,1,1,12,0,0,0,0,5,1,7,0,1,5
OTU_622,2,1,2,3,5,7,6,4,1,16,80,4,2,4,9,0,0,0,0,1,18,1,2,0,1
OTU_647,10,5,0,18,1,15,12,1,26,3,45,8,0,4,2,1,0,0,1,1,12,3,0,1,0
OTU_631,0,2,7,17,5,2,2,17,5,5,11,0,1,5,4,0,1,7,4,1,6,15,38,8,3
OTU_255,0,1,6,0,4,0,3,13,2,11,0,1,0,0,6,0,66,28,3,16,0,0,2,0,0
OTU_413,7,0,1,1,28,2,3,16,1,46,10,4,0,0,11,0,0,1,0,13,10,0,0,0,8
OTU_522,0,0,4,13,42,2,0,1,8,58,2,0,0,0,22,1,0,0,0,4,0,0,0,0,4
OTU_2978,4,3,4,26,0,3,37,3,16,10,14,17,1,9,2,1,0,0,1,3,1,1,1,3,1
OTU_425,2,5,4,32,0,8,18,2,26,0,25,8,1,6,0,1,0,0,3,0,6,6,0,7,0
OTU_4632,5,3,23,0,0,13,0,0,1,0,0,17,6,11,11,3,2,0,4,6,13,12,10,19,1
OTU_373,3,2,20,31,1,5,13,7,12,8,14,3,3,5,2,0,0,0,0,1,9,7,6,3,4
OTU_546,0,3,12,13,6,0,11,22,22,24,23,2,1,3,3,0,0,0,0,0,3,0,7,2,1
OTU_900,1,1,1,32,6,2,1,3,66,14,13,0,0,8,1,4,0,0,1,0,1,0,2,1,0
OTU_447,1,1,0,3,14,0,2,1,1,53,11,3,0,0,41,0,0,0,0,15,2,1,0,0,8
OTU_468,3,4,29,9,0,5,5,36,0,4,16,3,5,1,2,0,0,3,0,0,2,5,23,1,1
OTU_6082,3,2,1,27,3,4,27,5,12,24,29,4,0,3,3,0,0,0,0,0,3,4,1,1,0
OTU_437,1,1,13,11,6,5,14,32,4,20,17,7,2,3,2,0,0,1,0,2,3,0,9,0,2
OTU_450,2,11,2,13,1,5,43,2,20,3,19,17,0,1,0,0,2,1,1,0,5,3,1,1,1
OTU_412,0,3,2,26,13,0,8,1,11,56,4,2,0,2,8,1,0,0,0,3,1,2,0,1,9
OTU_2089,1,5,18,19,2,3,5,30,10,3,22,3,2,4,2,1,0,2,1,1,8,2,4,5,0
OTU_415,0,0,24,8,0,0,10,44,15,32,0,7,1,6,0,0,0,0,0,0,0,0,1,4,0
OTU_145,3,13,6,16,2,0,22,9,10,12,13,11,0,8,0,0,0,0,0,0,3,12,4,5,2
OTU_329,7,1,6,31,4,4,7,7,11,5,27,10,2,4,3,0,1,1,2,1,9,1,4,3,0
OTU_634,1,3,0,1,5,10,8,0,6,18,76,1,0,0,7,2,0,0,1,2,4,2,0,0,3
OTU_149,4,10,0,7,8,8,25,0,19,4,34,11,0,1,4,1,0,1,1,1,4,5,0,1,1
OTU_566,1,1,4,29,11,1,1,3,12,22,3,1,3,17,11,0,0,2,1,1,5,1,1,13,6
OTU_5326,1,1,3,38,3,3,2,4,16,27,13,1,0,10,8,1,0,0,1,2,6,0,0,6,3
OTU_400,2,9,2,45,0,1,15,0,34,5,10,7,0,8,0,0,0,0,0,0,2,3,1,5,0
OTU_451,3,2,10,36,5,2,10,14,11,16,8,6,0,2,2,0,0,0,1,0,5,7,2,5,1
OTU_280,5,1,1,16,2,11,8,8,18,7,46,4,0,6,0,1,1,0,0,0,5,2,4,1,1
OTU_513,5,3,15,21,6,3,6,12,5,14,2,6,8,3,6,1,0,0,0,2,7,4,15,1,3
OTU_586,1,8,7,15,0,3,28,14,4,12,13,11,1,3,0,0,0,1,0,1,4,12,2,5,2
OTU_697,2,2,4,16,9,2,12,6,20,17,17,5,1,5,5,0,1,0,0,4,2,5,1,8,3
OTU_469,4,3,0,31,0,2,33,0,30,1,12,7,1,9,1,1,0,0,1,0,3,3,0,5,0
OTU_826,14,0,1,0,0,21,3,0,0,1,85,0,0,0,0,0,0,0,0,0,17,0,4,0,0
OTU_330,0,6,0,24,0,1,62,0,19,1,2,13,0,4,0,0,1,0,0,0,0,9,1,2,0
OTU_1437,0,0,23,5,6,0,3,38,7,4,7,0,5,5,1,1,0,2,2,0,5,6,13,7,5
OTU_542,1,10,8,18,5,3,11,9,16,6,16,9,1,2,2,0,1,0,3,3,12,2,2,2,3
OTU_600,4,7,3,5,8,9,6,1,4,30,29,3,0,1,6,1,0,0,0,1,12,3,2,2,8
OTU_445,0,0,2,52,0,0,3,3,58,0,10,1,0,8,0,0,0,0,1,0,0,0,2,5,0
OTU_514,0,0,2,0,34,0,2,14,0,52,2,0,1,0,12,0,0,2,0,9,1,1,3,0,9
OTU_286,14,3,0,10,0,13,11,0,14,3,40,8,0,1,1,2,0,0,1,2,13,2,1,3,1
